indice_tiempo,region_de_destino,origen_viajeros,viajeros,observaciones
2022-11-01,Córdoba,Residentes,166272,""
2022-11-01,Córdoba,No residentes,5808,""
2022-11-01,Litoral,Residentes,195982,""
2022-11-01,Litoral,No residentes,25311,""
2022-11-01,Norte,Residentes,158692,""
2022-11-01,Norte,No residentes,15967,""
2022-11-01,Patagonia,Residentes,264229,""
2022-11-01,Patagonia,No residentes,80717,""
2022-12-01,Buenos Aires,Residentes,217171,""
2022-12-01,Buenos Aires,No residentes,2409,""
2022-12-01,CABA,Residentes,186659,""
2022-12-01,CABA,No residentes,183490,""
2022-12-01,Cuyo,Residentes,97045,""
2022-12-01,Cuyo,No residentes,16351,""
2022-12-01,Córdoba,Residentes,149204,""
2022-12-01,Córdoba,No residentes,4300,""
2022-12-01,Litoral,Residentes,161626,""
2022-12-01,Litoral,No residentes,24093,""
2022-12-01,Norte,Residentes,108034,""
2022-12-01,Norte,No residentes,12924,""
2022-12-01,Patagonia,Residentes,248764,""
2022-12-01,Patagonia,No residentes,91333,""
2023-01-01,Buenos Aires,Residentes,368089,""
2023-01-01,Buenos Aires,No residentes,3340,""
2023-01-01,CABA,Residentes,163945,""
2023-01-01,CABA,No residentes,186949,""
2023-01-01,Cuyo,Residentes,142059,""
2023-01-01,Cuyo,No residentes,25157,""
2023-01-01,Córdoba,Residentes,288308,""
2023-01-01,Córdoba,No residentes,7112,""
2023-01-01,Litoral,Residentes,226595,""
2023-01-01,Litoral,No residentes,44301,""
2023-01-01,Norte,Residentes,162700,""
2023-01-01,Norte,No residentes,23977,""
2023-01-01,Patagonia,Residentes,358197,""
2023-01-01,Patagonia,No residentes,129812,""
2023-02-01,Buenos Aires,Residentes,321082,""
2023-02-01,Buenos Aires,No residentes,2787,""
2023-02-01,CABA,Residentes,170379,""
2023-02-01,CABA,No residentes,174447,""
2023-02-01,Cuyo,Residentes,130065,""
2023-02-01,Cuyo,No residentes,23407,""
2023-02-01,Córdoba,Residentes,266135,""
2023-02-01,Córdoba,No residentes,7520,""
2023-02-01,Litoral,Residentes,217508,""
2023-02-01,Litoral,No residentes,36593,""
2023-02-01,Norte,Residentes,158764,""
2023-02-01,Norte,No residentes,21299,""
2023-02-01,Patagonia,Residentes,304022,""
2023-02-01,Patagonia,No residentes,129370,""
2023-03-01,Buenos Aires,Residentes,206918,""
2023-03-01,Buenos Aires,No residentes,2205,""
2023-03-01,CABA,Residentes,201778,""
2023-03-01,CABA,No residentes,183052,""
2023-03-01,Cuyo,Residentes,127064,""
2023-03-01,Cuyo,No residentes,19242,""
2023-03-01,Córdoba,Residentes,191292,""
2023-03-01,Córdoba,No residentes,6548,""
2023-03-01,Litoral,Residentes,201232,""
2023-03-01,Litoral,No residentes,33697,""
2023-03-01,Norte,Residentes,155101,""
2023-03-01,Norte,No residentes,25325,""
2023-03-01,Patagonia,Residentes,274952,""
2023-03-01,Patagonia,No residentes,99699,""
2023-04-01,Buenos Aires,Residentes,147489,""
2023-04-01,Buenos Aires,No residentes,2162,""
2023-04-01,CABA,Residentes,189443,""
2023-04-01,CABA,No residentes,180526,""
2023-04-01,Cuyo,Residentes,124023,""
2023-04-01,Cuyo,No residentes,26424,""
2023-04-01,Córdoba,Residentes,158817,""
2023-04-01,Córdoba,No residentes,7310,""
2023-04-01,Litoral,Residentes,202586,""
2023-04-01,Litoral,No residentes,43231,""
2023-04-01,Norte,Residentes,162284,""
2023-04-01,Norte,No residentes,23317,""
2023-04-01,Patagonia,Residentes,223653,""
2023-04-01,Patagonia,No residentes,69519,""
2023-05-01,Buenos Aires,Residentes,107350,""
2023-05-01,Buenos Aires,No residentes,1037,""
2023-05-01,CABA,Residentes,199473,""
2023-05-01,CABA,No residentes,161117,""
2023-05-01,Cuyo,Residentes,124658,""
2023-05-01,Cuyo,No residentes,31486,""
2023-05-01,Córdoba,Residentes,153711,""
2023-05-01,Córdoba,No residentes,6021,""
2023-05-01,Litoral,Residentes,195231,""
2023-05-01,Litoral,No residentes,29538,""
2023-05-01,Norte,Residentes,181908,""
2023-05-01,Norte,No residentes,20784,""
2023-05-01,Patagonia,Residentes,187237,""
2023-05-01,Patagonia,No residentes,42280,""
2023-06-01,Buenos Aires,Residentes,98314,""
2023-06-01,Buenos Aires,No residentes,780,""
2023-06-01,CABA,Residentes,194622,""
2023-06-01,CABA,No residentes,173376,""
2023-06-01,Cuyo,Residentes,130600,""
2023-06-01,Cuyo,No residentes,19443,""
2023-06-01,Córdoba,Residentes,156136,""
2023-06-01,Córdoba,No residentes,5868,""
2023-06-01,Litoral,Residentes,213183,""
2023-06-01,Litoral,No residentes,28105,""
2023-06-01,Norte,Residentes,208296,""
2023-06-01,Norte,No residentes,14902,""
2023-06-01,Patagonia,Residentes,211090,""
2023-06-01,Patagonia,No residentes,48504,""
2023-07-01,Buenos Aires,Residentes,116377,""
2023-07-01,Buenos Aires,No residentes,1319,""
2023-07-01,CABA,Residentes,228029,""
2023-07-01,CABA,No residentes,180381,""
2023-07-01,Cuyo,Residentes,164113,""
2023-07-01,Cuyo,No residentes,19340,""
2023-07-01,Córdoba,Residentes,209795,""
2023-07-01,Córdoba,No residentes,8166,""
2023-07-01,Litoral,Residentes,232965,""
2023-07-01,Litoral,No residentes,39722,""
2023-07-01,Norte,Residentes,293737,""
2023-07-01,Norte,No residentes,22388,""
2023-07-01,Patagonia,Residentes,278504,""
2023-07-01,Patagonia,No residentes,92079,""
2023-08-01,Buenos Aires,Residentes,118150,""
2023-08-01,Buenos Aires,No residentes,2856,""
2023-08-01,CABA,Residentes,198633,""
2023-08-01,CABA,No residentes,174355,""
2023-08-01,Cuyo,Residentes,124992,""
2023-08-01,Cuyo,No residentes,19209,""
2023-08-01,Córdoba,Residentes,147283,""
2023-08-01,Córdoba,No residentes,6322,""
2023-08-01,Litoral,Residentes,199985,""
2023-08-01,Litoral,No residentes,34755,""
2023-08-01,Norte,Residentes,192498,""
2023-08-01,Norte,No residentes,19789,""
2023-08-01,Patagonia,Residentes,266367,""
2023-08-01,Patagonia,No residentes,69274,""
2023-09-01,Buenos Aires,Residentes,176678,""
2023-09-01,Buenos Aires,No residentes,2489,""
2023-09-01,CABA,Residentes,202991,""
2023-09-01,CABA,No residentes,178148,""
2023-09-01,Cuyo,Residentes,138524,""
2023-09-01,Cuyo,No residentes,21245,""
2023-09-01,Córdoba,Residentes,166639,""
2023-09-01,Córdoba,No residentes,7792,""
2023-09-01,Litoral,Residentes,214478,""
2023-09-01,Litoral,No residentes,41785,""
2023-09-01,Norte,Residentes,193298,""
2023-09-01,Norte,No residentes,24304,""
2023-09-01,Patagonia,Residentes,277119,""
2023-09-01,Patagonia,No residentes,69029,""
2023-10-01,Buenos Aires,Residentes,163358,""
2023-10-01,Buenos Aires,No residentes,1266,""
2023-10-01,CABA,Residentes,201402,""
2023-10-01,CABA,No residentes,181564,""
2023-10-01,Cuyo,Residentes,129537,""
2023-10-01,Cuyo,No residentes,28966,""
2023-10-01,Córdoba,Residentes,195047,""
2023-10-01,Córdoba,No residentes,8948,""
2023-10-01,Litoral,Residentes,215753,""
2023-10-01,Litoral,No residentes,38333,""
2023-10-01,Norte,Residentes,179716,""
2023-10-01,Norte,No residentes,24038,""
2023-10-01,Patagonia,Residentes,271519,""
2023-10-01,Patagonia,No residentes,82120,""
2023-11-01,Buenos Aires,Residentes,172127,""
2023-11-01,Buenos Aires,No residentes,2445,""
2023-11-01,CABA,Residentes,219841,""
2023-11-01,CABA,No residentes,211363,""
2023-11-01,Cuyo,Residentes,112706,""
2023-11-01,Cuyo,No residentes,26324,""
2023-11-01,Córdoba,Residentes,186333,""
2023-11-01,Córdoba,No residentes,8017,""
2023-11-01,Litoral,Residentes,187569,""
2023-11-01,Litoral,No residentes,45896,""
2023-11-01,Norte,Residentes,148065,""
2023-11-01,Norte,No residentes,26389,""
2023-11-01,Patagonia,Residentes,244340,""
2023-11-01,Patagonia,No residentes,131216,""
2023-12-01,Buenos Aires,Residentes,194151,""
2023-12-01,Buenos Aires,No residentes,2061,""
2023-12-01,CABA,Residentes,165466,""
2023-12-01,CABA,No residentes,195905,""
2023-12-01,Cuyo,Residentes,88899,""
2023-12-01,Cuyo,No residentes,19031,""
2023-12-01,Córdoba,Residentes,180154,""
2023-12-01,Córdoba,No residentes,6284,""
2023-12-01,Litoral,Residentes,171125,""
2023-12-01,Litoral,No residentes,45630,""
2023-12-01,Norte,Residentes,112207,""
2023-12-01,Norte,No residentes,18662,""
2023-12-01,Patagonia,Residentes,244650,""
2023-12-01,Patagonia,No residentes,142815,""
2024-01-01,Buenos Aires,Residentes,336435,Dato provisorio
2024-01-01,Buenos Aires,No residentes,5180,Dato provisorio
2024-01-01,CABA,Residentes,144795,Dato provisorio
2024-01-01,CABA,No residentes,205728,Dato provisorio
2024-01-01,Cuyo,Residentes,107803,Dato provisorio
2024-01-01,Cuyo,No residentes,26138,Dato provisorio
2024-01-01,Córdoba,Residentes,252961,Dato provisorio
2024-01-01,Córdoba,No residentes,11172,Dato provisorio
2024-01-01,Litoral,Residentes,190214,Dato provisorio
2024-01-01,Litoral,No residentes,49963,Dato provisorio
2024-01-01,Norte,Residentes,122932,Dato provisorio
2024-01-01,Norte,No residentes,22415,Dato provisorio
2024-01-01,Patagonia,Residentes,327688,Dato provisorio
2024-01-01,Patagonia,No residentes,170949,Dato provisorio
2024-02-01,Buenos Aires,Residentes,282019,Dato provisorio
2024-02-01,Buenos Aires,No residentes,3004,Dato provisorio
2024-02-01,CABA,Residentes,143496,Dato provisorio
2024-02-01,CABA,No residentes,193705,Dato provisorio
2024-02-01,Cuyo,Residentes,105272,Dato provisorio
2024-02-01,Cuyo,No residentes,26965,Dato provisorio
2024-02-01,Córdoba,Residentes,232095,Dato provisorio
2024-02-01,Córdoba,No residentes,8459,Dato provisorio
2024-02-01,Litoral,Residentes,194700,Dato provisorio
2024-02-01,Litoral,No residentes,39127,Dato provisorio
2024-02-01,Norte,Residentes,135250,Dato provisorio
2024-02-01,Norte,No residentes,20063,Dato provisorio
2024-02-01,Patagonia,Residentes,277113,Dato provisorio
2024-02-01,Patagonia,No residentes,161635,Dato provisorio
2024-03-01,Buenos Aires,Residentes,196158,Dato provisorio
2024-03-01,Buenos Aires,No residentes,1679,Dato provisorio
2024-03-01,CABA,Residentes,162746,Dato provisorio
2024-03-01,CABA,No residentes,186642,Dato provisorio
2024-03-01,Cuyo,Residentes,115626,Dato provisorio
2024-03-01,Cuyo,No residentes,22974,Dato provisorio
2024-03-01,Córdoba,Residentes,180483,Dato provisorio
2024-03-01,Córdoba,No residentes,8720,Dato provisorio
2024-03-01,Litoral,Residentes,178000,Dato provisorio
2024-03-01,Litoral,No residentes,37166,Dato provisorio
2024-03-01,Norte,Residentes,138057,Dato provisorio
2024-03-01,Norte,No residentes,24004,Dato provisorio
2024-03-01,Patagonia,Residentes,252914,Dato provisorio
2024-03-01,Patagonia,No residentes,121725,Dato provisorio
